Item_Number,Main_Category,Sub_Category,Product_Name,Main_Ingredient,Reviews_Count,Ratings_out_of_5,Sizes_Available,Sizes,Prices,Short_Description,Long_Description
ITEM 96154,Body,Soap,Fuji Green Tea™ Exfoliating Soap,Shea,24,4.75,1,['3.5 Ounce'],['$4.50'],"Wash away the stresses of the day while purifying body and soul with the crisp and refreshing scent of Fuji Green Tea™ Exfoliating Soap. Perfect for hands and body, reviving the body and detoxing the mind!","['Exfoliating Soap', 'Infused with real antioxidant green tea leaves', ' Layer scents with our  Fuji Green Tea Collection ', ' Lifts away dead skin cells', ' Perfect for  dry skin  on hands or body', ' Enriched with Community Trade  Shea Butter from Ghana ']"
ITEM 80583,Body,Body Scrub,Shea Exfoliating Sugar Body Scrub,Shea,178,4.58,1,['9 Ounce'],['$18.00'],"Pick up our Shea Exfoliating Sugar Body Scrub,  to buff away dead skin cells, leaving your skin supremely smooth. Its sugary texture and subtle nutty scent adds a touch of luxury to your exfoliating routine.","['Body exfoliator', 'Smoothes and refines skin', 'Leaves skin feeling extremely soft', 'Subtle nutty scent ', ' Enriched with community trade  Sugar Cane from Paraguay', ' Enriched with community trade  Shea from Ghana']"
ITEM 96047,Body,Soap,Pink Grapefruit Soap,NA,59,4.77,1,['3.5 Ounce'],['$4.50'],Wake up your shower with fresh bursts of grapefruit. Work this vegetable based bar into a rich lather for skin that feels thoroughly cleansed. Grapefruit seed oil will leave you feeling softer.,"['Soap', 'Cleanses', 'Leaves skin feeling soft', 'Non-drying', 'Vegetable based bar', 'Rich lather', 'Pink grapefruit seed oil', 'Certified sustainable palm oil']"
ITEM 96075,Body,Soap,British Rose Exfoliating Soap,Rose Extract,14,4.78,1,['3.5 Ounce'],['$4.50'],"Exfoliate and cleanse to prepare skin for a fresh glow with our British Rose exfoliating soap. See the results of cleaner, healthier looking skin with this petal soft soap. Discover more about British Rose Body Care →","['Rich foaming soap', 'Exfoliates to reveal petal-soft skin', 'Enriched with essence of hand-picked British roses', 'Contains real rose petals', ""Our beautiful roses are grown on a farm in Herefordshire, where they're infused in fresh mountain water to create our pure rose essence"", 'Enriched with community trade Shea from Ghana and Soya Oil from Brazil']"
ITEM 96002,Body,Foot Care,Peppermint Cooling Foot Spray,Peppermint,88,4.7,1,['3.3 FL OZ'],['$7.50'],"Revive and refresh tired and achy feet with our cooling foot spray. Enriched with English peppermint essential oil, spritz on this foot spray for minty-freshness whenever you need it.","['Foot spray', 'Cooling and refreshing', 'Refreshing peppermint scent', 'Expert care for active feet', 'Community Trade peppermint essence oil from England']"
ITEM 96976,Body,Soap,Strawberry Soap,NA,40,4.3,1,['3.5 Ounce'],['$4.50'],Wake up your shower with fresh bursts of strawberry. Work this vegetable based bar into a rich lather for skin that feels thoroughly cleansed. Strawberry seed oil will leave you feeling softer and hydrated.,"['Soap', 'Non-drying', 'Leaves skin cleansed and feeling softer.', 'Generous lather', 'Vegetable based bar', 'Cold-pressed strawberry seed oil', 'Certified sustainable palm oil']"
ITEM 97426,Body,Body Yogurt,Moringa Body Yogurt,Moringa,95,4.47,1,['6.98 Ounce'],['$11.25'],"Life’s too short for waiting - jump straight into your jeans with our Moringa Body Yogurt. The new, lightweight formula absorbs instantly and provides up to 48 hours of moisture. Apply to damp skin straight after showering for skin that feels smoother and never sticky, with the floral scent of moringa.","['NEW lightweight, fast-absorbing gel-cream formula ', ' 100% vegan  ', ' 48hr moisture ', ' Enriched with moringa extract from Rwanda and Community Trade Organic Almond Milk']"
ITEM 96701,Body,Body Wash,Limited Edition Banana Shower Cream,Banana,23,4.86,1,['8.4 FL OZ'],['$7.50'],"Lather up instantly with our richly textured Limited Edition Banana Shower Cream. Enriched with Community Trade organic banana puree made from bananas that won’t sell to the food industry (we don’t care if they’re the ‘wrong’ shape or size!). This vegan, fabulously fragrant treat leaves skin feeling soft, cleansed and fresh.","[' Vegan  ', 'Playful and punchy limited edition packaging ', 'Creamy banana fragrance  ', 'Lathers up instantly ', 'Enriched with Community Trade organic  banana puree  from Ecuador  ']"
ITEM 96954,Body,Soap,Moringa Soap,Soya,28,4.89,1,['3.5 Ounce'],['$4.50'],Wake up your shower with fresh bursts of floral scented moringa. Work this vegetable based bar into a rich lather for skin that feels thoroughly cleansed. Moringa seed oil will leave you feeling soft and hydrated.,"['Soap', 'Non-drying', 'Leaves skin cleansed, feeling soft & hydrated', 'Generous lather', 'Vegetable based bar', 'Seed oil from hand-picked moringa pods', 'Certified sustainable palm oil']"
ITEM 91051,Body,Hand Cream and Moisturizers,Moringa Hand Cream,Moringa,27,4.4,2,"['1 FL OZ', '3.3 FL OZ']","['$4.50', '$15.00']","Keep skin soft and smooth with ultra-creamy Moringa Hand Cream.  This daily hand cream is perfect for on-the-go hydration and is the ultimate handbag must-have!  Infused with the scent of crisp, floral moringa, the light, gel-cream formula absorbs quickly, helping to soften and protect the hands.","['Hand cream', 'Nourishes hands', 'Light, non-greasy texture', 'Leaves hands feeling softer and smoother', 'Hands and cuticles will be left feeling silky soft']"
ITEM 96984,Body,Lotion and Cream,Spa Of The World™ Japanese Camellia Cream,Shea,75,4.64,2,"['12 Ounce', '1.7 Ounce']","['$27.00', '$4.50']","Camellia Oil has been used by Japanese women since the 8th century to gently soften and moisturize skin. It is pressed from the seeds of the same species whose leaves are harvested to create black, white, and green tea. The exquisite scent of this pure and elegant flower allows mind and body to reconnect with a moment of profound peace. The Japanese Camellia Cream is gently fragranced with camellia seed to leave skin velvety soft and moisturized. Use this rich body cream as part of our relaxing ritual when you’re in need of a fast-track to tranquility. Discover more about the Spa of the World™ Body Care Collection →","['Velvet moisture body cream', 'Makes skin feel beautifully hydrated and delicately scented', 'Relaxes body and mind', 'With camellia oil from Japan', 'Enjoy the Relaxing Ritual Spa Routine by using the Japanese Camellia Cream with African Ximenia Scrub, French Lavender Massage Oil, Egyptian Milk & Honey Bath and Himalayan Charcoal Body Clay', 'Learn more about how to unwind with our 8 Relaxation Techniques']"
ITEM 96102,Body,body and massage oils,Spa Of The World™ French Lavender Massage Oil,Camomile,17,4.94,1,['5.7 FL OZ'],['$15.00'],"In the 14th century, King Charles VI of France demanded pillows filled with lavender to soothe him to sleep. Lavender essential oil has a natural relaxing scent which promotes a sense of well-being. The relaxing powers of lavender oil are legendary - its naturally calming scent promotes well-being and helps de-stress body and mind. Use the calming Spa Of The World™ French Lavender Massage Oil as part of our relaxing ritual when you’re in need of a fast-track to tranquility.","['Relaxing lavender massage oil', 'Calms senses', 'Naturally relaxes body and mind', 'With lavender essential oil from the south of France', 'Complete your relaxing ritual by first using our African Ximenia Scrub and Himalayan Charcoal Body Clay', 'Enriched with Community Trade Camomile Oil and Sesame Oil', 'Learn more about how to unwind with our 8 Relaxation Techniques', 'Enjoy the Relaxing Ritual Spa Routine by using the French Lavender Massage Oil with African Ximenia Scrub, Japanese Camellia Cream, Egyptian Milk & Honey Bath and Himalayan Charcoal Body Clay', ' Enriched with community trade  Camomile from England']"
ITEM 86915,Body,Hand Cream and Moisturizers,Fuji Green Tea™ Hand Cream,Green Tea,8,4.12,1,['1 Ounce'],['$4.50'],"Perfect for on-the-go hydration, don't leave home without this hand cream. Infused with the refreshing scent of our Fuji Green Tea™, the light, gel-cream formula absorbs quickly, helping to soften and protect your hands.","['Nourishing hand cream', ' Convenient travel size', 'Community Trade Shea from  Ghana ']"
ITEM 84542,Body,Body Yogurt,Pink Grapefruit Body Yogurt,Almond,18,4.77,1,['6.98 Ounce'],['$11.25'],"Don’t wait to try our instantly absorbing Pink Grapefruit Body Yogurt! With a lightweight formula, it can be applied to damp skin straight after showering and provides up to 48 hours of moisture. Celebrate the citrusy, zesty, fresh scent and skin that feels smooth and never sticky. This gel-cream is 100% vegan, enriched with grapefruit extract and Community Trade Organic Almond Milk from Spain.","['100% vegan ', 'Citrusy, zesty, fresh grapefruit scent ', 'Lightweight formula absorbs instantly', '48hr moisture', 'Enriched with Grapefruit extract and Community Trade  Organic Almond Milk from Spain', '87% agree the formula absorbs instantly*', '86% like that the formula works on damp skin*', '3 in 4 agree they can put their jeans on straight after application*', '95% agree skin feels moisturized*', '81% agree skin appears radiant* *User trial on 104 women & men.']"
ITEM 96066,Body,body and massage oils,Spa Of The World™ Polynesian Monoi Radiance Oil,Coconut,38,4.57,1,['5.7 FL OZ'],['$15.00'],"Used by the women of the Pacific Islands for over 2,000 years for luscious, glowing skin and hair, Monoi oil is a sacred blend of coconut oil and fragrant tiare flowers - a blissful escape to paradise. The Spa Of The World™ Polynesian Monoi Radiance Oil leaves skin and hair silky soft, and can be used as a hair treatment, massage oil, or bath soak. Use the radiance-enhancing monoi oil as part of our blissful ritual when your body is in need of luxury.","['Multi-purpose Body and Hair Oil that Brings back radiance', 'Absorbs quickly and leaves skin and hair silky soft', 'Learn more about how to unwind with our 8 Relaxation Techniques', 'Enjoy the Blissful Ritual Spa Routine by using the Polynesian Monoi Radiance Oil with  Brazilian Cupuaçu Exfoliating Scrub-in-Oil,  Hawaiian Kukui Cream  and Tahitian Orchid Massage Oil', ' Enriched with community trade  Monoi Oil from French Polynesia,  Brazil Nut Oil from Peru,  Coconut Oil from Samoa,   Sesame Oil from Nicaragua and Tiare Flower from French Polynesia']"
ITEM 96511,Body,Hand Cream and Moisturizers,Satsuma Hand Cream,Satsuma,27,4.4,1,['1 FL OZ'],['$4.50'],"Keep skin soft and smooth with ultra-creamy Satsuma Hand Cream.  This daily hand cream is perfect for on-the-go hydration and is the ultimate hand-bag must-have!  Infused with the scent of zesty satsuma, the light, gel-cream formula absorbs quickly, helping to soften and protect the hands.","['Hand cream', 'Light, nourishing, non-greasy texture', 'Satsuma oil from Argentina', 'Zesty satsuma scent', 'Convenient travel size', 'Community Trade shea from Ghana', ' Enriched with community trade  Soya from Brazil']"
ITEM 96169,Body,Soap,Wild Argan Oil Massage Soap,Wild Argan,13,4.23,1,['3.5 Ounce'],['$4.50'],"Escape to an exotic hammam as you wrap your skin with our Wild Argan Oil Massage Soap. Use this non-drying soap daily to lather up, leaving your skin feeling, cleansed, and silky-soft.","['Soap', 'Non-drying', 'Community Trade soya oil from Brazil', 'Certified sustainable palm oil', 'Community Trade argan oil from Morocco']"
ITEM 23607,Body,Hand Washes & Soaps,Limited Edition Ginger Hand Wash,NA,2,5,1,['8.4 Ounce'],['$7.50'],"Enriched with beautifully gnarly, knobbly and totally twisted ginger root extract from India, leave your hands feeling cleansed and fresh with our fragrantly zingy, instantly lathering Limited Edition Ginger Hand Wash.","['Zingy ginger fragrance ', 'Lathers up instantly ', 'Leaves hands feeling cleansed and fresh ', 'Playful and punchy limited edition packaging ', 'Enriched with ginger root extract from India and Community Trade organic   cane sugar  from Paraguay ', 'Discover how  ginger supports healthy skin  and hair ']"
ITEM 97149,Body,Body Scrub,Spa Of The World™ Brazilian Cupuaçu Exfoliating Scrub-in-Oil,Soya,22,4.9,1,['12.3 Ounce'],['$24.00'],"Our Brazilian Cupuaçu Scrub-in-Oil is a dual-phase exfoliating scrub-in-oil that refines and smoothes skin. It contains more oil than similar scrubs on the market, which means you can customize the levels of exfoliation. This customization makes this our most exfoliating scrub, for the most professional results. After using, skin texture is more refined and left glowing. It provides long lasting moisturization and leaves skin feeling soft and smooth.","['Refines, smothes and moisturizes skin', 'Learn more about how to unwind with our 8 Relaxation Techniques', 'Enjoy the Blissful Ritual Spa Routine by using the Brazilian Cupuaçu Exfoliating Scrub-in-Oil with Hawaiian Kukui Cream,  Tahitian Orchid Massage Oil  and Polynesian Monoi Radiance Oil', 'Enriched with community trade  Soya Oil  from Gebana, Brazil and Cupuaçu Seed Butter from the cooperative of Aprafamta in Northern Brazil']"
ITEM 94178,Body,Lotion and Cream,White Musk® Body Cream,NA,54,4.59,1,['6.6 FL OZ'],['$12.00'],"White Musk® Body Cream is a super-rich and creamy Body Butter scented with our most iconic White Musk® fragrance.  It will leave skin feeling soft and irresistibly smooth.  This Body Butter contains notes of musk, lily, iris, rose and vanilla, as well as, Community Trade Shea Butter from Ghana.","['', ' Up to 24 hour hydration', ' Leaves skin feeling velvety-soft', ' Contains cruelty-free musk fragrance']"
ITEM 96961,Body,Hand Cream and Moisturizers,Mango Hand Cream,NA,19,4.73,1,['1 FL OZ'],['$4.50'],"Keep skin soft and smooth with ultra-creamy Mango Hand Cream. This daily hand cream is perfect for on-the-go hydration and is the ultimate handbag must-have!  Infused with the scent of fresh, tropical mango, this light, gel-like formula absorbs quickly helping to soften and protect hands.","['Hand cream', 'Leaves hands feeling soft and smooth', 'Mango seed oil from India', 'Light, nourishing, non-greasy texture', 'Sweet, light mango scent', 'Convenient travel size', 'Community Trade shea from Ghana', ' Enriched with community trade  Soya from Brazil']"
ITEM 47953,Body,Body Wash,Coconut Shower Cream,NA,181,4.53,2,"['8.4 FL OZ', '2 FL OZ']","['$7.50', '$4.50']","Indulge in the tropical, fresh scent of Coconut Shower Cream enriched with virgin coconut oil, your skin will feel softer and cleansed after every use. A soap-free, ultra-bubbly cleanser that will leave your skin feeling nourished, softer, and freshly cleansed.","['Shower cream', 'Soap-free cleansing', 'Rich, creamy texture', 'Sweet, light coconut scent', ' Enriched with community trade  Coconut Oil from Samoa and Soya Oil from Brazil']"
